UDDANNELSE;SEKTOR;AFLOEN;LONGRP;LØNMÅL;KØN;TID;INDHOLD
H8059 Teknisk videnskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;499,19
H8059 Teknisk videnskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;517,87
H8059 Teknisk videnskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;542,79
H8059 Teknisk videnskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;570,25
H8080 Jordbrug, natur og miljø, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;458,20
H8080 Jordbrug, natur og miljø, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;465,52
H8080 Jordbrug, natur og miljø, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;477,02
H8080 Jordbrug, natur og miljø, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;494,45
H8080 Jordbrug, natur og miljø, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;515,01
H8080 Jordbrug, natur og miljø, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;542,70
H8090 Sundhedsvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;532,90
H8090 Sundhedsvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;551,74
H8090 Sundhedsvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;551,58
H8090 Sundhedsvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;575,98
H8090 Sundhedsvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;591,66
H8090 Sundhedsvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;615,34
H8097 Videregående uddannelser uden nærmere angivelse, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;403,31
H8097 Videregående uddannelser uden nærmere angivelse, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;413,72
H8097 Videregående uddannelser uden nærmere angivelse, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;418,52
H8097 Videregående uddannelser uden nærmere angivelse, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;430,06
H8097 Videregående uddannelser uden nærmere angivelse, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;447,26
H8097 Videregående uddannelser uden nærmere angivelse, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;471,88
H90 Uoplyst mv.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;304,09
H90 Uoplyst mv.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;309,76
H90 Uoplyst mv.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;310,76
H90 Uoplyst mv.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;320,04
H90 Uoplyst mv.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;339,45
H90 Uoplyst mv.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;358,61
H9099 Uoplyst mv.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;284,07
H9099 Uoplyst mv.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;289,18
H9099 Uoplyst mv.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;290,86
H9099 Uoplyst mv.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;300,23
H9099 Uoplyst mv.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;316,06
H9099 Uoplyst mv.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;335,03
