education_code,period,salary_value,salary_measure,salary_unit,source,dataset,source_url
H6080,2023,319.88,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6080,2024,328.69,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6090,2019,238.38,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6090,2020,260.43,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6090,2021,257.39,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6090,2022,263.54,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6090,2023,263.73,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6090,2024,277.51,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6097,2019,243.27,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6097,2020,258.73,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6097,2021,262.99,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6097,2022,268.95,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6097,2023,307.65,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6097,2024,342.83,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H70,2019,429.63,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H70,2020,436.20,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H70,2021,439.36,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H70,2022,452.47,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H70,2023,469.54,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H70,2024,491.88,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7020,2019,361.47,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7020,2020,370.43,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7020,2021,373.90,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7020,2022,386.83,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7020,2023,397.73,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7020,2024,416.23,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7025,2019,361.30,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7025,2020,366.22,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7025,2021,368.97,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7025,2022,380.01,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7025,2023,394.11,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7025,2024,415.60,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7030,2019,369.27,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7030,2020,376.20,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7030,2021,376.97,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7030,2022,385.73,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7030,2023,402.05,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7030,2024,420.15,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7035,2019,413.50,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7035,2020,416.71,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7035,2021,418.15,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7035,2022,430.37,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7035,2023,447.03,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7035,2024,469.50,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7039,2019,464.30,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7039,2020,468.82,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7039,2021,475.01,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7039,2022,488.70,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7039,2023,508.54,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7039,2024,532.01,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7059,2019,450.14,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7059,2020,451.69,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7059,2021,456.05,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7059,2022,468.51,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7059,2023,488.73,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7059,2024,511.23,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7075,2019,459.40,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7075,2020,453.79,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7075,2021,454.30,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7075,2022,469.41,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7075,2023,485.18,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7075,2024,506.44,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7080,2019,412.96,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7080,2020,420.18,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7080,2021,424.37,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7080,2022,436.65,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7080,2023,447.18,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7080,2024,465.67,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7090,2019,488.36,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7090,2020,505.73,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7090,2021,496.30,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7090,2022,516.69,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7090,2023,525.60,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7090,2024,541.94,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7095,2019,513.44,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7095,2020,516.71,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7095,2021,518.02,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7095,2022,549.71,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7095,2023,570.15,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7095,2024,602.58,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7097,2019,366.48,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7097,2020,383.04,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7097,2021,387.76,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7097,2022,401.19,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7097,2023,419.75,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H7097,2024,448.73,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H80,2019,469.09,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H80,2020,480.01,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H80,2021,484.26,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H80,2022,501.87,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H80,2023,518.81,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H80,2024,543.48,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8025,2019,405.36,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8025,2020,413.06,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8025,2021,415.86,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8025,2022,431.30,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8025,2023,436.64,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8025,2024,460.16,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8030,2019,336.09,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8030,2020,343.90,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8030,2021,341.99,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8030,2022,348.67,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8030,2023,355.41,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8030,2024,372.89,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8035,2019,463.47,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8035,2020,470.91,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8035,2021,478.18,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8035,2022,500.27,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8035,2023,520.83,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8035,2024,545.73,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8039,2019,473.12,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8039,2020,482.68,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8039,2021,486.65,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8039,2022,501.74,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8039,2023,511.53,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8039,2024,537.50,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8059,2019,487.26,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8059,2020,492.10,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8059,2021,499.19,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8059,2022,517.87,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8059,2023,542.79,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8059,2024,570.25,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8080,2019,458.20,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8080,2020,465.52,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8080,2021,477.02,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8080,2022,494.45,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8080,2023,515.01,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8080,2024,542.70,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8090,2019,532.90,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8090,2020,551.74,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8090,2021,551.58,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8090,2022,575.98,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8090,2023,591.66,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8090,2024,615.34,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8097,2019,403.31,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8097,2020,413.72,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8097,2021,418.52,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8097,2022,430.06,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8097,2023,447.26,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H8097,2024,471.88,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H90,2019,304.09,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H90,2020,309.76,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H90,2021,310.76,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H90,2022,320.04,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H90,2023,339.45,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H90,2024,358.61,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H9099,2019,284.07,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H9099,2020,289.18,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H9099,2021,290.86,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H9099,2022,300.23,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H9099,2023,316.06,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H9099,2024,335.03,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
